Sample Date,Address,1st Draw,2/3 Min,5 Min
1/5/19,31XX S EMERALD AVE,< 1,< 1,< 1
3/18/19,31XX S EMERALD AVE,< 1,< 1,< 1
10/17/19,31XX S EMERALD AVE,3,1.6,1.3
11/5/19,31XX S EMERALD AVE,< 1,< 1,< 1
12/7/19,31XX S EMERALD AVE,2.1,< 1,< 1
7/10/19,31XX S GILES AVE,2.7,2.8,2.6
3/14/20,31XX S GILES AVE,< 1,< 1,< 1
9/6/21 17:34,31XX S GILES AVE ,1.1,1.4,<1.0
1/31/22 6:00,31XX S GILES AVE ,1.5,1.6,1.9
11/20/22 15:30,31XX S GILES AVE ,<0.5,<0.5,<0.5
9/7/23 10:50,31XX S GILES AVE ,1.8,3.8,2.9
12/20/18,31XX S GREEN ST,< 1,< 1,< 1
1/29/19,31XX S HALSTED ST,< 1,< 1,< 1
8/26/19,31XX S HALSTED ST,< 1,< 1,< 1
11/4/22 7:00,31XX S HAMLIN AVE ,3.4,2.4,1.1
7/16/18,31XX S KEDVALE AVE,17,7.8,6.1
9/22/18,31XX S KEDVALE AVE,See Follow-Up Sequential Sampling Table for Results,,
7/16/18,31XX S KEDVALE AVE,17,7.8,6.1
4/28/19,31XX S KOMENSKY AVE,1.9,2.1,1.5
1/8/20,31XX S KOMENSKY AVE,4,2,1.3
1/19/20,31XX S KOMENSKY AVE,< 1,< 1,< 1
7/29/23 6:27,31XX S LAWNDALE AVE ,0.9,1.6,1.3
5/1/19,31XX S LITUANICA AVE,2.2,2.3,2.2
9/18/20,31XX S LOWE AVE,1.2,5.7,2.7
10/6/22,31XX S LOWE AVE,See Follow-Up Sequential Sampling Table for Results,,
9/21/21 7:30,31XX S LOWE AVE ,2,5,2.1
11/1/23 8:00,31XX S LOWE AVE ,1.6,0.5,<0.5
11/24/23 20:01,31XX S LOWE AVE ,1,0.9,0.6
8/9/22 8:02,31XX S LOWE AVE ,3.6,21,3.9
8/9/22 8:02,31XX S LOWE AVE ,3.6,21,3.9
7/14/18,31XX S MAY ST,2.9,4.8,4.3
8/15/18,31XX S MAY ST,< 1,< 1,< 1
11/12/18,31XX S MAY ST,4.3,4.3,2.2
9/20/19,31XX S MAY ST,1.5,2,2.2
11/9/23 6:33,31XX S MAY ST ,3.1,3.7,4.3
8/6/18,31XX S MICHIGAN AVE,< 1,< 1,< 1
8/16/20,31XX S MICHIGAN AVE,< 1,< 1,< 1
12/28/18,31XX S MORGAN ST,2.7,< 1,< 1
3/24/19,31XX S NORMAL AVE,2.9,3.4,< 1
5/10/19,31XX S NORMAL AVE,1.1,1.6,< 1
10/6/23 5:58,31XX S NORMAL AVE ,3.3,3.8,1.5
7/25/19,31XX S PARNELL AVE,3.4,1.5,1.5
9/25/21 5:46,31XX S PARNELL AVE ,4.1,1.5,1.5
8/30/23 4:47,31XX S PARNELL AVE ,2.4,2.2,1.7
9/13/23 6:30,31XX S PARNELL AVE ,2.1,4.8,2
8/13/20,31XX S PRINCETON AVE,< 1,< 1,< 1
10/11/20,31XX S PRINCETON AVE,1.5,1.5,1.2
9/15/19,31XX S PULASKI RD,7.5,18,5.3
9/15/19,31XX S PULASKI RD,7.5,18,5.3
3/9/20,31XX S PULASKI RD,See Follow-Up Sequential Sampling Table for Results,,
11/25/18,31XX S RACINE AVE,4.6,2.4,1.5
3/14/24 5:43,31XX S RACINE AVE ,1.9,<0.5,<0.5
6/16/21,31XX S RIDGEWAY AVE,< 1,< 1,< 1
10/24/22 9:00,31XX S SPRINGFIELD AVE ,3.8,2.3,2
5/31/18,31XX S THROOP ST,< 1,< 1,< 1
6/13/22 15:38,31XX S THROOP ST ,<0.5,<0.5,<0.5
2/3/17,31XX S UNION AVE,< 1,< 1,< 1
6/5/19,31XX S UNION AVE,3.6,4.5,1.3
7/21/19,31XX S UNION AVE,1.7,1.3,< 1
8/18/21 8:17,31XX S WALLACE ST ,2.6,1.2,1.1
8/6/18,31XX S WELLS ST,< 1,< 1,< 1
1/13/20,31XX S WELLS ST,6.8,2.1,1.7
7/13/19,31XX W 103RD ST,4.8,4.9,4.6
10/23/19,31XX W 103RD ST,2.9,12,3.6
4/7/19,31XX W 103RD ST,13,63,24
9/5/16,31XX W 103RD ST,5.3,23,5.9
8/29/19,31XX W 103RD ST,See Follow-Up Sequential Sampling Table for Results,,
4/7/19,31XX W 103RD ST,13,63,24
11/5/16,31XX W 103RD ST,See Follow-Up Sequential Sampling Table for Results,,
9/5/16 6:27,31XX W 103RD ST,5.3,23,5.9
3/1/19,31XX W 15TH ST,1.3,2.6,< 1
6/11/22 7:00,31XX W 25TH ST ,4.7,2,1.8
10/15/20,31XX W 38TH ST,1.5,1.6,1.5
4/1/24,31XX W 38TH ST,See Follow-Up Sequential Sampling Table for Results,,
5/28/24 9:23,31XX W 38TH ST ,6.4,13,7.7
2/7/24 7:00,31XX W 38TH ST ,17,39,46
2/7/24 7:00,31XX W 38TH ST ,17,39,46
7/3/22 7:00,31XX W 39TH PL ,4.9,5.7,3.2
11/18/23 8:37,31XX W 39TH PL ,3.3,2.9,1
11/18/23 8:37,31XX W 39TH PL ,3.3,2.9,1
1/25/23 6:00,31XX W 41st Pl ,<0.5,<0.5,<0.5
11/17/22 12:00,31XX W 41ST ST ,5.5,3.6,3.1
10/15/19,31XX W 42ND PL,< 1,< 1,< 1
5/11/21,31XX W 42ND PL,< 1,< 1,< 1
7/18/19,31XX W 42ND ST,< 1,< 1,< 1
2/21/24 3:00,31XX W 42ND ST ,3.2,2.9,1.7
11/18/19,31XX W 44TH ST,3.5,2,1.9
10/31/22,31XX W 54TH ST,See Follow-Up Sequential Sampling Table for Results,,
7/17/22 7:26,31XX W 54TH ST ,590,2.3,2
7/17/22 7:26,31XX W 54TH ST ,590,2.3,2
5/9/24 7:00,31XX W 63RD ST ,2.1,1.7,<0.5
2/16/23 6:43,31XX W 83RD PL ,1.2,<0.5,<0.5
9/24/19,31XX W 83RD ST,3.2,3.4,1.1
3/22/19,31XX W 84TH PL,4.3,1.5,1.2
1/25/24,31XX W 84TH PL,See Follow-Up Sequential Sampling Table for Results,,
12/7/23 8:49,31XX W 84TH PL ,20,2.6,2.6
5/24/22 18:55,31XX W 84TH PL ,2.2,4,2.9
12/7/23 8:49,31XX W 84TH PL ,20,2.6,2.6
5/31/19,31XX W 84TH ST,2.8,5.3,1.8
12/10/19,31XX W 84TH ST,4.3,1.7,1.4
1/5/19,31XX W 85TH ST,3.7,12,2.2
1/25/19,31XX W 85TH ST,2,1.1,< 1
8/11/18,31XX W ARGYLE ST,< 1,< 1,< 1
6/20/24 6:45,31XX W ARGYLE ST ,<0.5,<0.5,<0.5
12/8/19,31XX W ARMITAGE AVE,< 1,< 1,< 1
12/16/19,31XX W ARTHUR AVE,< 1,< 1,< 1
5/4/21,31XX W ARTHUR AVE,3.9,3.8,12
3/9/23,31XX W ARTHUR AVE,See Follow-Up Sequential Sampling Table for Results,,
3/10/18,31XX W BELDEN AVE,< 1,< 1,< 1
1/23/19,31XX W BELDEN AVE,< 1,< 1,< 1
3/9/19,31XX W BELDEN AVE,1.2,1.3,< 1
3/23/24 7:55,31XX W BELDEN AVE,1.1,1.6,0.8
4/26/17,31XX W BELLE PLAINE AVE,< 1,< 1,< 1
1/7/18,31XX W BELLE PLAINE AVE,< 1,< 1,< 1
10/22/22 7:47,31XX W BELLE PLAINE AVE ,0.8,<0.5,<0.5
3/19/19,31XX W BIRCHWOOD AVE,4.6,7.7,2.1
7/24/19,31XX W BIRCHWOOD AVE,1.5,6.8,1.5
8/17/19,31XX W BIRCHWOOD AVE,1.7,1.6,1.1
10/18/19,31XX W BIRCHWOOD AVE,4.2,7,2.3
7/19/17,31XX W CARMEN AVE,< 1,< 1,< 1
2/13/22 8:46,31XX W CARMEN AVE ,<0.5,<0.5,<0.5
7/3/23 10:25,31XX W CERMAK RD ,51,7.8,4.8
4/16/19,31XX W CHASE AVE,4.7,19,15
,31XX W CHASE AVE,Customer declined further testing,,
2/6/20,31XX W COLUMBUS AVE,< 1,< 1,< 1
7/26/18,31XX W CORTLAND ST,< 1,< 1,< 1
9/18/16,31XX W CULLOM AVE,< 1,< 1,< 1
9/18/16,31XX W CULLOM AVE,< 1,< 1,< 1
8/4/20,31XX W CULLOM AVE,< 1,< 1,< 1
9/20/20,31XX W DICKENS AVE,< 1,< 1,< 1
5/8/19,31XX W DIVERSEY AVE,1.8,1.7,1.5
4/7/24 11:20,31XX W DIVERSEY AVE ,1.8,1.5,1.4
1/28/24 13:27,31XX W DIVERSEY AVE FL ,0.9,<0.5,<0.5
7/10/18,31XX W EASTWOOD AVE,1.9,2.6,1.6
7/10/19,31XX W EASTWOOD AVE,< 1,< 1,< 1
9/24/21 6:50,31XX W EASTWOOD AVE ,1.9,4.1,1.9
11/22/21 2:57,31XX W FIFTH AVE,5.7,4.3,1.9
6/3/16,31XX W FULLERTON AVE,< 1,< 1,< 1
9/24/18,31XX W FULLERTON AVE,< 1,< 1,< 1
9/27/21 13:52,31XX W FULLERTON AVE ,6.7,11,7.2
6/9/22 6:00,31XX W FULLERTON AVE ,<0.5,<0.5,<0.5
5/23/23 14:32,31XX W FULLERTON AVE ,1,1.2,1.3
5/17/24 16:00,31XX W FULLERTON AVE ,6.2,10,5.1
12/22/21 7:00,31XX W FULTON ST ,<0.5,<0.5,<0.5
11/1/18,31XX W GEORGE ST,< 1,< 1,< 1
11/5/22 10:00,31XX W GRACE ST ,0.8,<0.5,<0.5
4/21/19,31XX W GRANVILLE AVE,5.3,4.9,1.4
11/22/19,31XX W HOMER ST,< 1,< 1,< 1
1/31/24 5:02,31XX W HOMER ST ,7.9,2,2.3
6/14/19,31XX W HOWARD ST,5,3.2,1.2
7/24/19,31XX W HOWARD ST,1.1,1.1,2.9
9/2/21 5:40,31XX W HOWARD ST ,1.6,2.2,<1.0
11/22/19,31XX W HURON ST,< 1,< 1,< 1
1/24/20,31XX W JARLATH ST,3.3,4.5,3.1
12/13/19,31XX W JARLATH ST,8.4,29,3.2
12/13/19,31XX W JARLATH ST,8.4,29,3.2
2/24/20,31XX W JARLATH ST,See Follow-Up Sequential Sampling Table for Results,,
8/29/22 7:00,31XX W JARVIS AVE ,3,6.5,5.1
4/22/22 6:30,31XX W JEROME AVE,3,5,8.7
5/23/22,31XX W JEROME AVE,See Follow-Up Sequential Sampling Table for Results,,
8/12/19,31XX W JEROME ST,2.8,21,3.6
,31XX W JEROME ST,Customer declined further testing,,
6/19/18,31XX W LAWRENCE AVE,< 1,< 1,< 1
8/7/23 7:17,31XX W LAWRENCE AVE ,<0.5,<0.5,<0.5
12/11/18,31XX W LELAND AVE,2.6,1.5,1.5
10/24/19,31XX W LELAND AVE,3.9,9.5,3.1
10/6/20,31XX W LELAND AVE,< 1,< 1,< 1
5/28/24 17:14,31XX W LELAND AVE,<0.5,<0.5,0.7
7/15/21 19:01,31XX W LELAND AVE ,<1.0,<1.0,<1.0
7/15/21 19:01,31XX W LELAND AVE ,<1.0,<1.0,<1.0
5/21/22 6:24,31XX W LELAND AVE ,<0.5,<0.5,<0.5
6/14/22 21:07,31XX W LELAND AVE ,3,1.6,1.3
8/8/22 7:00,31XX W LELAND AVE ,1.2,1.1,1.7
1/30/24 8:50,31XX W LELAND AVE ,<0.5,<0.5,<0.5
6/10/24 5:13,31XX W LELAND AVE ,<0.5,<0.5,<0.5
10/4/16,31XX W LOGAN BLVD,< 1,< 1,< 1
6/28/18,31XX W LOGAN BLVD,< 1,< 1,< 1
2/12/23 9:40,31XX W LOGAN BLVD ,2.9,0.6,0.5
8/14/23 14:00,31XX W LOGAN BLVD ,<0.5,<0.5,<0.5
7/1/18,31XX W LYNDALE ST,< 1,< 1,< 1
5/18/19,31XX W LYNDALE ST,< 1,< 1,< 1
8/16/19,31XX W LYNDALE ST,2.1,3.1,2.7
10/23/21 8:00,31XX W LYNDALE ST ,2.1,2.8,2.5
11/17/22 6:33,31XX W MEDILL AVE ,<0.5,<0.5,<0.5
10/5/21 11:00,31XX W Monroe St ,<1.0,<1.0,<1.0
6/5/24 7:00,31XX W NORTH SHORE AVE ,<0.5,<0.5,<0.5
3/14/19,31XX W PALMER BLVD,1.6,3.7,1.6
12/31/19,31XX W PALMER BLVD,1.3,1.4,< 1
2/26/16,31XX W PALMER ST,<1,<1,<1
3/25/16,31XX W PALMER ST,<1,<1,<1
12/10/21 8:00,31XX W PALMER ST ,<0.5,<0.5,<0.5
10/28/23 8:20,31XX W PALMER ST ,0.7,<0.5,<0.5
10/17/23,31XX W PERSHING RD,See Follow-Up Sequential Sampling Table for Results,,
8/26/23 14:15,31XX W PERSHING RD ,3.5,20,5.6
8/26/23 14:15,31XX W PERSHING RD ,3.5,20,5.6
5/2/20,31XX W POLK ST,1.5,< 1,< 1
11/6/18,31XX W ROOSEVELT RD,< 1,< 1,< 1
4/25/17,31XX W SCHUBERT AVE,4.9,2,2.2
11/26/21 9:08,31XX W SCHUBERT AVE ,0.5,<0.5,<0.5
9/21/23 6:00,31XX W SCHUBERT AVE ,4.6,7.6,5.1
11/7/21 21:10,31XX W SHERWIN AVE ,11,11,4.5
7/27/18,31XX W SUNNYSIDE AVE,< 1,< 1,< 1
8/26/16,31XX W WALLEN AVE,< 1,< 1,< 1
4/27/20,31XX W WALNUT ST,< 1,< 1,< 1
8/9/18,31XX W WALTON ST,< 1,< 1,< 1
1/22/24 12:04,31XX W WALTON ST ,0.7,<0.5,<0.5
8/19/21 7:10,31XX W WASHINGTON BLVD ,1.5,4.7,1.2
11/6/18,31XX W WELLINGTON AVE,< 1,< 1,< 1
4/28/24 8:45,31XX W WELLINGTON AVE ,0.7,0.9,0.6
3/6/19,31XX W WILSON AVE,< 1,< 1,< 1
3/19/19,31XX W WILSON AVE,4.6,11,1.3
7/25/19,31XX W WILSON AVE,< 1,< 1,< 1
6/26/24 8:09,31XX W WILSON AVE,<0.5,<0.5,<0.5
10/24/22,32XX E 136TH ST,See Follow-Up Sequential Sampling Table for Results,,
7/28/22 16:00,32XX E 136TH ST ,3.3,3.3,2.3
8/16/22 14:35,32XX E 136TH ST ,4.6,24,13
8/16/22 14:35,32XX E 136TH ST ,4.6,24,13
4/9/22 7:17,32XX N  PANAMA AVE,4,16,2
7/6/22,32XX N  PANAMA AVE,See Follow-Up Sequential Sampling Table for Results,,
6/17/19,32XX N ALBANY ,See Follow-Up Sequential Sampling Table for Results,,
1/2/19,32XX N ALBANY ,32,4,3
1/2/19,32XX N ALBANY AVE,32,4,3
8/21/18,32XX N ALBANY ST,< 1,< 1,< 1
6/17/19,32XX N AVERS AVE,1.2,1.2,< 1
4/6/20,32XX N AVERS AVE,1.1,< 1,< 1
7/30/18,32XX N AVERS AVE,3.6,4.9,9.5
9/10/21,32XX N AVERS AVE,See Follow-Up Sequential Sampling Table for Results,,
12/12/21 7:30,32XX N AVERS AVE ,2.6,1.8,0.8
5/10/23 12:54,32XX N Broadway ,2.4,<0.5,<0.5
12/21/23 8:37,32XX N BROADWAY ,0.6,0.7,0.8
12/20/23 8:30,32XX N BROADWAY ,1.2,0.7,0.5
12/25/18,32XX N CALIFORNIA AVE,< 1,< 1,< 1
7/13/19,32XX N CALIFORNIA AVE,4.2,1.9,1.8
8/18/22 7:00,32XX N CALIFORNIA AVE ,2.6,4.4,3.8
11/16/22 9:17,32XX N CALIFORNIA AVE ,3.5,1,0.9
4/25/24 7:09,32XX N CALIFORNIA AVE ,<0.5,<0.5,<0.5
11/24/16,32XX N CENTRAL PARK AVE,1.6,1.5,1.1
5/23/18,32XX N CICERO AVE,< 1,< 1,< 1
6/3/18,32XX N CLARK ST,< 1,< 1,< 1
7/30/18,32XX N CLARK ST,< 1,< 1,< 1
12/26/18,32XX N CLARK ST,< 1,< 1,< 1
7/22/19,32XX N CLARK ST,< 1,< 1,< 1
11/6/23 8:15,32XX N CLARK ST ,7.1,1.4,1
9/3/18,32XX N CLIFTON AVE,3.3,5,3.6
11/29/20,32XX N CLIFTON AVE,2.7,3,1.5
6/6/23 6:30,32XX N CLIFTON AVE ,<0.5,<0.5,<0.5
4/8/24 8:05,32XX N CLIFTON AVE ,<0.5,<0.5,<0.5
10/22/18,32XX N DAMEN AVE,1.6,< 1,< 1
10/10/21 8:55,32XX N DAMEN AVE ,<1.0,<1.0,<1.0
5/29/24 6:45,32XX N DAMEN AVE ,0.7,1.6,0.9
2/24/19,32XX N DRAKE AVE,1,< 1,< 1
4/12/22 14:30,32XX N DRAKE AVE ,<0.5,<0.5,<0.5
2/5/24 7:00,32XX N FRANCISCO AVE ,<0.5,<0.5,<0.5
7/9/18,32XX N HALSTED ST,< 1,< 1,< 1
8/18/19,32XX N HALSTED ST,< 1,< 1,< 1
5/23/24 7:35,32XX N HALSTED ST ,<0.5,<0.5,<0.5
2/21/20,32XX N HALSTED ST D407,< 1,< 1,< 1
7/13/19,32XX N HAMLIN AVE,< 1,< 1,< 1
5/25/21,32XX N HAMLIN AVE,4.8,5.3,4.7
11/26/18,32XX N HARLEM AVE,< 1,< 1,< 1
6/7/16,32XX N HOYNE AVE,7.3,1,< 1
6/2/18,32XX N HOYNE AVE,1.3,5.1,1.6
3/16/19,32XX N HOYNE AVE,3.3,1.8,1.3
7/29/19,32XX N HOYNE AVE,1.1,1.3,1.1
10/12/21 7:00,32XX N HOYNE AVE ,<1.0,<1.0,<1.0
9/9/23 6:20,32XX N KEATING AVE ,4.7,2,1.9
11/14/23 7:50,32XX N KEELER AVE ,1.5,1,0.8
11/14/23 7:50,32XX N KEELER AVE ,1.5,1,0.8
6/10/16,32XX N KENMORE AVE,2.3,1.6,1.4
8/18/18,32XX N KENMORE AVE,7,3.9,4
8/28/18,32XX N KENMORE AVE,< 1,< 1,< 1
9/22/18,32XX N KENMORE AVE,13,4.9,4.5
2/2/20,32XX N KENMORE AVE,7.2,13,2.1
10/31/20,32XX N KENMORE AVE,< 1,< 1,< 1
4/10/21,32XX N KENMORE AVE,< 1,< 1,< 1
11/8/21 5:56,32XX N KENMORE AVE,8.2,15,14
8/8/22,32XX N KENMORE AVE,See Follow-Up Sequential Sampling Table for Results,,
11/8/21 5:56,32XX N KENMORE AVE ,8.2,15,14
4/8/19,32XX N KENNETH AVE,2.2,1.8,1.1
9/30/19,32XX N KENNETH AVE,1.5,3.7,1.9
4/13/19,32XX N KILBOURN AVE,3.1,7.5,1.6
1/6/20,32XX N KILDARE AVE,4.5,14,2.1
11/19/21 8:25,32XX N KILDARE AVE ,2.9,10,1.6
2/21/24 6:35,32XX N KILDARE AVE ,4.9,7.7,13
3/11/19,32XX N KOSTNER AVE,3.8,4.6,2.2
5/27/18,32XX N LAKE SHORE DR,< 1,< 1,< 1
10/24/18,32XX N LAKE SHORE DR,< 1,< 1,< 1
12/12/18,32XX N LAKE SHORE DR,< 1,< 1,< 1
1/6/19,32XX N LAKE SHORE DR,2.4,< 1,< 1
2/8/19,32XX N LAKE SHORE DR,< 1,< 1,< 1
6/22/22 17:00,32XX N LAKE SHORE DR,0.6,0.8,<0.5
4/24/22 5:53,32XX N LAKE SHORE DR ,<0.5,<0.5,<0.5
5/31/23 6:00,32XX N LAKE SHORE DR ,<0.5,<0.5,<0.5
10/25/19,32XX N LAKEWOOD AVE,< 1,< 1,< 1
10/10/21 7:45,32XX N LAKEWOOD AVE ,1.3,<1.0,<1.0
9/25/23 6:45,32XX N LAKEWOOD AVE ,6.6,7.5,6.7
1/5/19,32XX N LEAVITT ST,2.9,2,1.7
7/29/23 10:10,32XX N LEAVITT ST,1.4,2.3,1.7
9/30/18,32XX N LINCOLN AVE,< 1,< 1,< 1
9/14/22 7:00,32XX N LINDER AVE ,1,1.8,1.7
9/21/16,32XX N MONTICELLO AVE,1.6,3,2.1
7/1/22 6:45,32XX N MONTICELLO AVE ,7.6,9.2,9
11/12/18,32XX N NATCHEZ AVE,1.7,1.4,< 1
3/12/23 8:08,32XX N NATOMA AVE ,7.1,9,1.6
3/11/19,32XX N NEVA AVE,1.1,1.4,< 1
6/17/18,32XX N NEW ENGLAND AVE,8.9,6.3,3
8/25/20,32XX N NEW ENGLAND AVE,3.2,6.3,1.9
9/19/21 8:30,32XX N NEW ENGLAND AVE ,5.1,10,4
8/31/16,32XX N NEWCASTLE AVE,1.8,1.4,1.3
4/14/19,32XX N NEWCASTLE AVE,9.2,4.1,1.5
8/14/19,32XX N NEWLAND AVE,2.2,9.6,2.3
5/28/19,32XX N NORMANDY AVE,2.1,3,< 1
6/14/19,32XX N NOTTINGHAM AVE,7.1,9.5,16
10/8/19,32XX N NOTTINGHAM AVE,See Follow-Up Sequential Sampling Table for Results,,
6/14/19,32XX N NOTTINGHAM AVE,7.1,9.5,16
5/29/23 8:05,32XX N NOTTINGHAM AVE ,3,6.5,1.6
8/2/22 6:00,32XX N OAK PARK AVE ,5.2,7.3,7.8
6/5/16,32XX N OAKLEY AVE,1.6,< 1,< 1
12/28/20,32XX N OAKLEY AVE,< 1,< 1,< 1
12/15/22 8:05,32XX N OAKLEY AVE ,2.6,2.9,3.1
3/9/24 5:37,32XX N ODELL AVE ,3.8,5.7,1.3
3/20/19,32XX N OKETO AVE,2.9,1.6,< 1
7/30/18,32XX N OKETO AVE,7,15,4.7
9/1/21,32XX N OKETO AVE,See Follow-Up Sequential Sampling Table for Results,,
4/28/19,32XX N OLEANDER AVE,8.1,13,1.6
8/17/19,32XX N OLEANDER AVE,4.4,11,4.1
9/19/19,32XX N OLEANDER AVE,4.4,11,3.9
6/12/22 6:27,32XX N OLEANDER AVE ,2.7,2.4,2.1
8/29/22 6:50,32XX N OLEANDER AVE ,1.7,1.5,1.3
3/18/24 9:00,32XX N OLEANDER AVE ,1.5,1.2,0.6
11/23/21 5:44,32XX N ORANGE AVE ,0.6,0.8,1
5/21/24 15:00,32XX N ORIOLE AVE ,13,4.1,1.6
6/19/23 15:49,32XX N OSAGE AVE ,1.9,<0.5,<0.5
7/28/21 8:50,32XX N OTTAWA AVE ,6.2,3.8,3.3
12/12/22 6:34,32XX N OTTAWA AVE ,4.6,<0.5,<0.5
1/22/20,32XX N OZARK AVE,3.2,9.8,< 1
3/12/20,32XX N OZARK AVE,2.5,1.4,< 1
8/20/22 7:10,32XX N OZARK AVE ,1.1,4.6,4.9
8/20/21 7:00,32XX N PACIFIC AVE ,2.3,8.8,1.6
3/3/19,32XX N PANAMA AVE,2.7,8.2,1.6
4/9/22 7:17,32XX N PANAMA AVE ,4,16,2
4/9/22 7:17,32XX N PANAMA AVE ,4,16,2
3/7/22 9:12,32XX N PAULINA ST ,<0.5,<0.5,<0.5
7/5/17,32XX N PIER CT,< 1,< 1,< 1
6/17/19,32XX N PIONEER AVE,1.2,7.9,< 1
7/12/19,32XX N PLAINFIELD AVE,3.7,7.4,5.5
3/5/20,32XX N PLAINFIELD AVE,3.8,2.1,< 1
8/6/19,32XX N PLAINFIELD AVE,3.6,18,3.2
2/6/19,32XX N PLAINFIELD AVE,3.6,18,3.2
1/15/20,32XX N PLAINFIELD AVE,See Follow-Up Sequential Sampling Table for Results,,
6/14/16,32XX N PONTIAC AVE,4.6,1.6,1.5
9/11/19,32XX N PONTIAC AVE,3.5,6.3,1.5
11/16/23 6:00,32XX N PONTIAC AVE ,12,2.1,1.2
11/16/23 6:00,32XX N PONTIAC AVE ,12,2.1,1.2
8/4/19,32XX N PULASKI RD,< 1,< 1,< 1
7/27/18,32XX N RACINE AVE,< 1,< 1,< 1
8/11/18,32XX N RACINE AVE,3.2,3.8,2.1
9/1/18,32XX N RACINE AVE,< 1,< 1,< 1
8/7/19,32XX N RACINE AVE,< 1,< 1,< 1
4/5/22 5:55,32XX N RACINE AVE ,<0.5,<0.5,<0.5
3/31/22 8:42,32XX N RACINE AVE ,<0.5,<0.5,<0.5
5/31/22 6:26,32XX N RACINE AVE ,<0.5,<0.5,<0.5
6/3/16,32XX N RAVENSWOOD AVE,< 1,< 1,< 1
9/22/19,32XX N RAVENSWOOD AVE,5.6,4.8,4.3
3/4/22 9:00,32XX N RAVENSWOOD AVE ,<0.5,<0.5,<0.5
9/27/23 10:00,32XX N RAVENSWOOD AVE ,3,1.7,2
5/19/24 10:10,32XX N RAVENSWOOD AVE ,<0.5,<0.5,<0.5
5/30/24 8:50,32XX N RAVENSWOOD AVE ,<0.5,<0.5,<0.5
2/26/23 19:20,32XX N RIDGEWAY AVE ,2.3,2.7,4.2
2/13/19,32XX N RUTHERFORD AVE,4,7.6,2.8
6/25/19,32XX N RUTHERFORD ST,3.5,10,3.7
9/2/18,32XX N SACRAMENTO AVE,2,1.7,1.5
7/7/18,32XX N SEMINARY AVE,< 1,< 1,< 1
7/25/18,32XX N SEMINARY AVE,< 1,< 1,< 1
9/4/18,32XX N SEMINARY AVE,< 1,< 1,< 1
11/14/19,32XX N SEMINARY AVE,3.4,3,2.9
10/13/20,32XX N SEMINARY AVE,< 1,< 1,< 1
1/23/21,32XX N SEMINARY AVE,2.6,3.3,1.3
11/13/21 6:30,32XX N SEMINARY AVE ,<1.0,<1.0,<1.0
10/25/22 7:45,32XX N SEMINARY AVE ,<0.5,<0.5,<0.5
2/27/23 8:45,32XX N SEMINARY AVE ,<0.5,<0.5,<0.5
5/3/24 4:00,32XX N SEMINARY AVE ,<0.5,<0.5,<0.5
7/7/18,32XX N SHEFFIELD AVE,< 1,< 1,< 1
8/8/18,32XX N SHEFFIELD AVE,< 1,< 1,< 1
9/18/17,32XX N SOUTHPORT AVE,2.6,3.2,2.8
9/14/20,32XX N SOUTHPORT AVE,< 1,< 1,< 1
10/14/21 6:55,32XX N SOUTHPORT AVE ,3.9,4.6,2.7
1/8/20,32XX N TALMAN AVE,< 1,< 1,< 1
10/24/19,32XX N TROY ST,9,4.3,3.4
12/15/19,32XX N TROY ST,< 1,< 1,< 1
3/31/21,32XX N TROY ST,2.8,< 1,< 1
11/2/22 6:16,32XX N TROY ST ,1.2,1.8,1.1
11/14/22 16:00,32XX N TROY ST ,1.8,1.7,1.5
1/22/24 7:41,32XX N TROY ST ,<0.5,<0.5,<0.5
8/4/18,32XX N WASHTENAW AVE,< 1,< 1,< 1
10/7/21 6:11,32XX N WASHTENAW AVE ,<1.0,<1.0,<1.0
8/2/18,32XX N WHIPPLE ST,4.1,2.1,2.1
7/16/23 6:34,32XX N Whipple St ,3.9,6,5.4
11/20/23 19:07,32XX N WILTON AVE,<0.5,<0.5,<0.5
1/8/20,32XX N WOLCOTT AVE,< 1,< 1,< 1
9/16/19,32XX NE PARIS AVE,3.7,6.6,1.8
5/3/19,32XX S ABERDEEN ST,< 1,< 1,< 1
6/29/19,32XX S ABERDEEN ST,2.4,2.6,3.1
7/15/19,32XX S ABERDEEN ST,1.4,1.7,1.5
3/14/19,32XX S ABERDEEN ST,22,7.4,14
,32XX S ABERDEEN ST,Customer declined further testing,,
3/30/23 10:00,32XX S ABERDEEN ST ,1.7,1.3,0.9
4/12/24 9:03,32XX S ABERDEEN ST ,5,4.7,3.9
10/21/21 4:35,32XX S ARCHER AVE ,<1.0,1.6,6.8
7/18/19,32XX S AVERS AVE,7.3,6.6,2.4
7/25/21 6:00,32XX S AVERS AVE ,5.7,5.3,2.7
1/2/24 7:00,32XX S AVERS AVE ,4.9,0.7,<0.5
11/8/16,32XX S CALUMET AVE,< 1,< 1,< 1
11/27/16,32XX S CALUMET AVE,11,10,25
11/18/17,32XX S CALUMET AVE,See Follow-Up Sequential Sampling Table for Results,,
11/20/16,32XX S CALUMET AVE,11,10,25
5/21/19,32XX S CANAL ST,1.4,1.6,2.2
7/23/19,32XX S CANAL ST,3.2,1.4,1.3
6/9/16,32XX S CARPENTER ST,6.1,26,7.6
5/5/19,32XX S CARPENTER ST,5.6,17,2.5
7/16/16,32XX S CARPENTER ST,See Follow-Up Sequential Sampling Table for Results,,
